Domain;Phylum;Class;Order;Family;Genus;Species;EMCF01;EMCF02;EMCF03;EMCF04;EMCF05;EMCF06;EMCF09;EMCF10;EMCF13;EMCF14;EMCF16;EMCF17;EMCF18;EMCF19;EMCF21;EMCF22;EMCF25;EMCF26;EMCF27;EMCF28;EMCF29;EMCF30;EMCF31;EMCF32;EMCF33;EMCF34;EMCF35;EMCF36;EMCF37;KGCF01;KGCF02;KGCF03;KGCF04;KGCF05;KGCF06;KGCF07;KGCF10;KGCF11;KGCF12;KGCF13;KGCF14;KGCF15;KGCF16;KGCF17;KGCF18;KGCF19;KGCF21;KGCF22;KGCF24;KGCF25;KGCF26;KGCF27;KGCF28;KGCF29;KGCF30;KGCF32;KGCF33;KGCF34;KGCF35;KGCF36;KGCF37;KGCF38;KGCF39;KGCF40;KGCF41;KGCF42;KGCF43;KGCF44;KGCF45;KGCF46;KGCF47;KGCF48;KGCF49;KGCF50;KGCF51;KGCF52;KGCF53;KGCF55;KGCF56;KGCF57;KGCF58;MCF01s1;MCF01s2;MCF01s3;MCF01s4;MCF01s5;MCF01s6;MCF01s7;MCF02s1;MCF02s2;MCF02s3;MCF02s4;MCF03s1;MCF03s2;MCF04s1;MCF04s2;MCF05s1;MCF05s2;MCF06s1;MCF06s2;MCF06s3;MCF06s4;MCF07s1;MCF07s2;MCF07s3;MCF08s1;MCF08s2;MCF08s3;MCF09s1;MCF09s2;MCF09s3;MCF10s1;MCF10s2;MCF11s1;MCF11s2;MCF11s3;MCF12s1;MCF12s2;MCF12s3;MCF13s1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Virgibacillus;Virgibacillus necropolis;0;0;0.0001;0.0001;0.0021;0.0009;0.0269;0.0014;0;0;0.0035;0;0;0;0.0013;0;0.0001;0.0003;0;0.007;0;0;0.0001;0.0001;0;0.0026;0.0011;0;0.0001;0.0002;0;0;0.0206;0.0005;0.0019;0;0.0005;0.0021;0.0032;0.0002;0.0171;0;0.0082;0.0563;0.0085;0.0006;0.0026;0.0042;0.0016;0.0022;0.0137;0.0041;0.0015;0.0011;0.0003;0.0037;0.0052;0.0002;0.0007;0.003;0.003;0.0017;0.0001;0.0258;0.0017;0;0;0;0.0096;0.0041;0;0.0005;0;0.0031;0.0077;0.0014;0;0.0004;0.0001;0.0002;0.0019;0;0;0;0.0004;0.0001;0;0;0;0;0.0008;0.0002;0;0.0002;0.0001;0;0.0002;0;0.0002;0.0004;0;0.0012;0.001;0.0008;0.005;0;0.0001;0;0.0002;0;0.0001;0;0.0009;0.0001;0;0;0.0046;0.0001;0.0019;0.0006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Virgibacillus;Virgibacillus sp;0;0;0;0;0;0.0001;0;0;0;0;0.001;0;0;0;0;0;0.0004;0;0;0.0003;0;0.0006;0.0001;0;0;0.0004;0.0001;0;0;0.0001;0.0017;0;0.001;0.0006;0.0005;0;0;0.0072;0.0084;0.0008;0.0551;0;0.0423;0.5754;0.3132;0.0002;0.0012;0;0.0019;0.0029;0.0025;0.0005;0;0.0002;0;0;0.0006;0;0.0018;0.0006;0;0.0103;0.0001;0.036;0.0014;0;0.0196;0.0038;0.0139;0;0;0.0003;0;0.0004;0.0205;0;0.0014;0.0029;0;0.0002;0.0075;0;0;0;0;0.0001;0;0;0;0;0;0;0;0.0001;0;0;0;0;0.0001;0;0;0;0;0;0;0;0.0004;0;0.0001;0.0001;0;0.0008;0.0001;0;0;0;0.0018;0;0.0005;0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;unclassified;Babeliae;Babeliales;Babeliaceae;Candidatus;Candidatus Babela;0;0;0;0;0;0;0;0.0024;0;0;0.0021;0.0002;0;0;0;0;0;0;0;0.0009;0;0;0;0.0001;0.0007;0.0007;0.0004;0.0004;0.0003;0.0004;0;0;0;0;0.0116;0;0;0;0;0;0.0111;0;0;0;0;0.0002;0.006;0.0014;0.0033;0.0246;0.0258;0.0027;0.0027;0.0005;0.0001;0;0.0012;0;0.001;0;0;0.0513;0;0.0154;0;0;0.0124;0;0;0;0;0;0;0.0013;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0005;0;0;0;0;0;0;0;0.0003;0;0;0.0024;0;0;0;0;0;0;0;0;0.0007;0;0;0.002;0;0.0005;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viruses;dsDNA_viruses;Caudovirales;Podoviridae;Autographivirinae;Pseudomonas;Pseudomonas phage;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0313;0;0;0;0.0194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;Aureimonas;Aureimonas sp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0015;0;0;0;0;0;0;0;0;0.0001;0;0.0013;0.0003;0;0;0;0;0;0;0;0.0002;0;0;0;0;0;0;0;0.0009;0;0;0.0001;0.0009;0.0002;0.0013;0;0;0.0002;0.0007;0;0;0;0.0009;0.0001;0.0001;0.0003;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0004;0;0;0;0;0;0.0004;0;0;0;0;0.0001;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0005;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;Martelella;Martelella endophytica;0;0;0;0;0.0001;0;0;0;0;0;0.0003;0;0;0;0.005;0;0;0.0001;0;0;0;0.0001;0;0;0;0.0003;0;0.0002;0;0.0001;0;0;0;0.0005;0.0006;0;0;0;0;0;0.0617;0;0;0;0;0;0.0009;0.0002;0.0008;0.0017;0.002;0.0005;0.0002;0.0001;0;0;0.0004;0;0.0001;0;0;0;0;0.0018;0;0;0;0;0;0;0;0;0;0.0012;0;0;0;0;0;0;0;0;0;0.0003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0003;0;0;0;0;0;0.0003;0;0;0;0;0;0;0;0.0004;0.0001;0.0001;0;0.0007;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;Martelella;Martelella mediterranea;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0009;0;0;0;0;0;0.0002;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0.0069;0;0;0;0.001;0;0;0;0.0007;0.0004;0.0002;0.0001;0;0;0.0001;0;0.0002;0;0;0.0013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0002;0;0;0;0;0;0.0001;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0.0002;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;Martelella;Martelella sp;0;0;0;0;0.0002;0;0;0;0;0;0;0;0;0;0.0002;0;0;0.0001;0;0;0;0;0;0;0;0.0002;0;0;0;0;0;0;0.0003;0.0001;0.0002;0;0.0005;0.0006;0.0003;0.0005;0;0;0.0007;0;0;0;0.0027;0;0.0005;0.0015;0.0042;0.0005;0.0003;0.0001;0;0;0.0002;0;0.0001;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0002;0.0009;0;0.0004;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0002;0;0;0;0;0;0.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;Olsenella sp;0.0163;0;0.0002;0.0004;0.0002;0.0021;0;0.0013;0;0;0.0064;0.0002;0;0;0.0046;0;0;0.0033;0.0008;0;0.024;0;0;0.0007;0;0.0068;0.0003;0.0004;0.0008;0.0006;0;0.0001;0.0008;0.0026;0.0161;0;0.007;0.0044;0.0122;0.0065;0.1465;0.0008;0.0201;0;0;0.0009;0.0056;0.001;0.0056;0.0085;0.0244;0.0034;0.0021;0.0037;0.0006;0.0014;0.0013;0.0001;0.0066;0.0003;0.0015;0.0216;0;0.1096;0.0021;0.001;0.0017;0.0008;0.0553;0.0469;0;0.0039;0;0.0126;0.1009;0.0003;0.0028;0.0054;0.0001;0.0005;0.0009;0.0001;0.0002;0.002;0.0006;0.0013;0;0;0;0;0.0004;0.0002;0;0.0029;0;0.0001;0.0011;0;0;0.0019;0;0.0004;0;0;0.0017;0;0;0;0.0001;0.0003;0.0003;0.0001;0.009;0.0006;0;0;0.0031;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Aquificae;Aquificae;Aquificales;Aquificaceae;Aquifex;Aquifex aeolicus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0021;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Aquificae;Aquificae;Aquificales;Aquificaceae;Hydrogenobacter;Hydrogenobacter thermophilus;0;0;0;0;0;0;0;0.0004;0;0;0;0;0;0;0;0;0;0;0;0;0.001;0.0024;0;0.0001;0;0;0;0;0;0.0002;0;0;0;0.0019;0.0106;0;0;0;0.0008;0;0;0;0.0019;0.2202;0;0.0007;0.0019;0.0005;0.0014;0.0087;0.0037;0.0014;0.0009;0.0002;0;0;0;0;0.0002;0;0;0;0;0.0246;0;0;0;0;0;0;0;0.0007;0;0.0207;0;0;0.0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0003;0.0003;0;0;0;0.0005;0.0003;0.0002;0.0025;0;0;0.0008;0;0;0;0;0;0;0.0001;0;0.0002;0.0004;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Aquificae;Aquificae;Aquificales;Aquificaceae;Hydrogenobaculum;Hydrogenobaculum sp;0;0;0;0;0;0.0004;0.0374;0.0004;0;0;0.0015;0;0;0.0001;0.0113;0;0.0003;0.0011;0;0.0065;0;0.0002;0;0;0;0.001;0;0;0;0.0013;0;0;0;0.0003;0.0024;0;0;0;0.0009;0.0067;0;0;0.0021;0.2462;0;0.0007;0.0086;0.001;0.0008;0.0176;0.0349;0.0012;0.0012;0.001;0;0;0;0;0.0012;0;0.0006;0.0058;0.0002;0.022;0.0004;0;0;0.0004;0.0645;0;0;0.0066;0;0.0116;0.0287;0;0.0006;0.0005;0;0;0.0043;0;0;0.0005;0;0.0002;0;0;0;0;0;0.0002;0;0.0035;0;0;0.0009;0;0;0.0004;0;0.0004;0.0004;0;0.0112;0;0;0;0;0;0.0003;0;0.0039;0;0.0002;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Aquificae;Aquificae;Aquificales;Aquificaceae;Thermocrinis;Thermocrinis albus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0007;0;0.0008;0.0009;0;0;0;0.0006;0;0;0;0;0.0007;0;0;0.005;0;0.0286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Aquificae;Aquificae;Aquificales;Aquificaceae;Thermocrinis;Thermocrinis ruber;0;0;0;0.0002;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0003;0;0;0.0004;0;0;0;0.0006;0;0;0;0.0028;0;0.0081;0;0.0021;0;0;0;0.0007;0;0;0.0009;0.0011;0.0004;0;0;0;0;0.0011;0;0.0002;0;0;0.002;0;0;0.0004;0;0;0.0009;0;0;0;0;0;0.003;0.0074;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0005;0;0;0;0;0.0004;0;0;0;0;0;0;0;0;0;0;0.0007;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma;Anaplasma centrale;0;0;0;0;0;0;0;0;0;0;0;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma;Anaplasma phagocytophilum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Ehrlichia;Ehrlichia canis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0003;0;0;0;0;0.0005;0;0;0;0;0;0;0;0;0;0;0;0;0.0007;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0005;0;0.0024;0;0;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0002;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Ehrlichia;Ehrlichia chaffeensis;0;0.0002;0;0;0;0;0;0.0006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0004;0;0;0;0;0;0;0.0004;0;0;0;0;0.0024;0;0;0;0;0.0297;0;0;0.0019;0;0;0.0012;0.0041;0.001;0.0003;0.0003;0;0;0.0004;0;0.0009;0;0;0.0026;0;0;0;0;0;0;0;0;0;0.0117;0;0;0;0;0;0;0.0002;0;0;0;0.002;0.0141;0.0008;0.007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0003;0;0;0;0;0;0;0.0003;0.0015;0;0;0.0017;0;0.0003;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Ehrlichia;Ehrlichia ruminantium;0;0;0;0.0002;0.0009;0;0;0.0004;0;0;0.0042;0;0;0;0;0;0;0;0;0.0013;0;0.0002;0;0;0.0003;0;0;0;0;0;0.0004;0;0;0.0005;0.0006;0;0;0.0076;0;0.0005;0;0;0;0;0;0;0.0022;0;0.002;0;0.0021;0.0016;0.0005;0.0002;0.0002;0.003;0.0006;0;0.001;0;0;0.001;0;0.0963;0;0.0021;0;0;0.0039;0;0;0.003;0;0.006;0;0.0006;0;0;0;0;0.0015;0;0.0008;0.0042;0.0018;0.0053;0;0;0;0;0.0008;0.0002;0;0.0014;0;0.0001;0;0;0;0;0;0.0004;0;0.0003;0.0018;0;0;0;0.0009;0;0;0;0;0.0003;0.0005;0;0.0096;0;0.0017;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Neorickettsia;Neorickettsia helminthoeca;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0012;0;0.0004;0;0.0009;0.0005;0;0;0.0004;0;0;0;0;0;0;0.0031;0;0;0;0;0;0;0;0;0;0;0;0.0013;0;0.0007;0;0.0018;0;0;0.0017;0.0001;0;0;0;0.0008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0005;0;0;0;0.0003;0;0;0;0;0;0;0.0004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Neorickettsia;Neorickettsia risticii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Neorickettsia;Neorickettsia sennetsu;0;0;0;0;0;0;0;0;0;0;0.0009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0263;0;0;0;0.0026;0;0;0;0;0;0.0031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0094;0;0;0;0;0;0.0129;0;0;0.0061;0;0;0;0;0.0003;0;0;0;0;0;0.0003;0;0;0;0;0;0;0.0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachia;Wolbachia pipientis;0;0;0;0;0;0.0008;0;0;0;0;0;0;0;0;0;0;0.0003;0;0;0;0;0;0;0;0;0.0005;0;0;0;0;0;0;0;0.0014;0.0006;0;0;0;0;0;0.1085;0;0;0;0;0.0002;0.0008;0;0.0004;0.0028;0.0043;0;0.0005;0.0006;0;0;0.0012;0;0.0008;0.0004;0;0.0102;0;0.0232;0;0;0;0;0.004;0;0;0.0015;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0003;0;0;0;0.0004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0009;0;0;0;0;0;0;0;0;0;0;0;0.0023;0;0.001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachia;Wolbachia sp;0;0;0;0;0;0.0004;0;0.0009;0;0;0;0.0003;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0011;0.0003;0;0;0;0;0;0;0.0014;0.0013;0;0;0;0.0106;0.0017;0.0343;0;0.0067;0.0483;0;0;0.0039;0.0011;0.0034;0.0028;0.0255;0.0021;0.005;0.0011;0;0;0.0003;0;0.0031;0;0;0.0021;0;0;0;0;0;0;0.0123;0;0;0.0008;0;0;0;0;0;0.006;0;0;0.0047;0;0;0;0;0;0;0;0;0;0.0003;0;0;0;0;0;0.0005;0;0;0;0;0;0;0;0.0009;0;0;0;0.0005;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolinea;Anaerolinea thermophila;0;0;0;0.0002;0;0;0;0;0;0;0.0025;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0012;0;0.0002;0;0;0.0002;0;0;0.0004;0.0018;0;0.0006;0.0003;0.0016;0.0005;0.0035;0;0.0009;0.4051;0.0104;0;0.0019;0.0004;0.0016;0.0012;0.02;0.0005;0.0012;0.0007;0;0.0013;0.0001;0;0.0013;0;0;0.0047;0;0.0024;0;0;0.0008;0.0017;0.0654;0.005;0;0;0;0.0013;0;0;0.0016;0.0042;0;0.0014;0.0036;0;0;0;0.0008;0.0001;0;0;0;0;0;0;0;0.0003;0.0001;0;0.0006;0;0;0.0005;0;0.0002;0;0;0.0027;0;0;0.0002;0.0001;0;0;0;0.0001;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolineaceae;Anaerolineaceae bacterium;0;0;0;0;0;0.0009;0;0.0023;0;0;0.0008;0.0001;0;0;0.0002;0;0;0.0002;0;0;0;0.0005;0;0.0003;0;0;0;0.0001;0.0001;0.0003;0;0;0.0004;0.0007;0.0025;0;0;0.0127;0.0019;0.0022;0;0;0.0055;0;0;0.0003;0.0011;0.0008;0;0.0065;0.0103;0.0004;0.0016;0.0024;0;0;0.0006;0.0002;0.0003;0;0.0001;0.0021;0;0.0204;0;0;0;0;0.006;0;0;0.0012;0;0;0;0;0;0.0024;0.0002;0.0003;0;0;0;0.0003;0.0003;0.0002;0;0;0;0.0001;0.0001;0;0;0.0002;0;0.0001;0.0009;0;0;0.0002;0;0.0002;0;0;0.0005;0;0;0.0001;0;0.0004;0.0002;0;0;0;0.0001;0;0.0015;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
